,name,year,selling_price,km_driven,fuel,mileage(km/ltr/kg),engine,max_power,seats
4497,Volkswagen Polo 1.5,2015,416000,80000,Diesel,20.14,1498.0,88.8,5.0
4498,Maruti Wagon R,2011,195000,120000,Petrol,18.9,998.0,67.1,5.0
4499,Maruti Alto 800,2017,325000,23000,Petrol,24.7,796.0,47.3,5.0
4500,Maruti Alto K10,2010,145000,70000,Petrol,20.92,998.0,67.1,5.0
4501,Maruti Swift VDI,2018,675000,23000,Diesel,28.4,1248.0,74.0,5.0
4502,Maruti Wagon R,2016,340000,30000,Petrol,20.51,998.0,67.04,5.0
4503,Tata Manza Aura,2011,340000,50000,Diesel,19.0,1248.0,90.0,5.0
4504,Maruti Omni MPI,2014,260000,40000,Petrol,16.8,796.0,34.2,5.0
4505,Maruti Alto 800,2015,300000,50000,Petrol,22.74,796.0,47.3,5.0
4506,Maruti 800 AC,2007,75000,60000,Petrol,16.1,796.0,37.0,4.0
4507,Tata Indica Vista,2011,350000,80000,Diesel,19.4,1405.0,70.0,5.0
4508,Maruti XL6 Alpha,2019,1000000,15000,Petrol,19.01,1462.0,103.2,6.0
4509,Tata Manza Aura,2010,170000,150000,Diesel,21.12,1248.0,88.8,5.0
4510,Maruti Swift Dzire,2018,600000,40000,Petrol,19.0,1197.0,85.8,5.0
4511,Honda City 1.5,2010,800000,25000,Petrol,16.8,1497.0,118.0,5.0
4512,Force One EX,2018,850000,120000,Diesel,17.0,2650.0,80.84,7.0
4513,Mahindra XUV500 W6,2014,980000,120000,Diesel,15.1,2179.0,140.0,7.0
4514,Ford Endeavour 2.5L,2011,850000,298000,Diesel,13.1,2499.0,141.0,7.0
4515,Tata Sumo Gold,2012,340000,270000,Diesel,14.07,2956.0,68.4,7.0
4516,Maruti Vitara Brezza,2018,900000,50000,Diesel,24.3,1248.0,88.5,5.0
4517,Maruti Swift Dzire,2010,310000,120000,Diesel,19.3,1248.0,73.9,5.0
4518,Maruti Ertiga ZDI,2013,600000,60000,Diesel,20.77,1248.0,88.8,7.0
4519,Maruti Swift Dzire,2008,270000,149000,Diesel,19.3,1248.0,73.9,5.0
4520,Hyundai Santro Sportz,2019,509999,5000,Petrol,20.3,1086.0,68.0,5.0
4521,Tata Indica Vista,2013,225000,70000,Diesel,19.4,1405.0,70.0,5.0
4522,Hyundai i10 Magna,2015,280000,55000,Petrol,20.36,1197.0,78.9,5.0
4523,Tata Tiago 1.05,2016,490000,100000,Diesel,27.28,1047.0,69.0,5.0
4524,Mahindra Bolero 2011-2019,2013,440000,120000,Diesel,15.96,2523.0,62.1,9.0
4525,Tata Safari Storme,2014,500000,291977,Diesel,14.0,2179.0,138.1,7.0
4526,Honda CR-V 2.4L,2005,476999,85000,Petrol,11.1,2354.0,158.8,5.0
4527,Hyundai i20 Active,2015,590000,70000,Petrol,17.19,1197.0,81.86,5.0
4528,Ford Endeavour 2.5L,2010,500000,120000,Diesel,13.1,2499.0,141.0,7.0
4529,Ford EcoSport 1.5,2015,600000,40000,Diesel,22.77,1498.0,98.59,5.0
4530,Mahindra Scorpio 1.99,2016,750000,70000,Diesel,15.4,1997.0,120.0,7.0
4531,BMW 3 Series,2017,2950000,39000,Diesel,19.59,1995.0,187.74,5.0
4532,BMW 5 Series,2019,5200000,10000,Diesel,18.12,1995.0,190.0,5.0
4533,Volkswagen Polo 1.5,2019,695000,36800,Diesel,20.14,1498.0,88.0,5.0
4534,Maruti Swift Dzire,2018,690000,52200,Diesel,26.59,1248.0,74.0,5.0
4535,Hyundai Grand i10,2016,409999,78000,Diesel,24.0,1186.0,73.97,5.0
4536,Tata Harrier XZ,2020,1650000,16000,Diesel,17.0,1956.0,167.67,5.0
4537,Audi Q3 2.0,2016,2375000,30000,Diesel,15.73,1968.0,174.33,5.0
4538,Hyundai Grand i10,2017,525000,29000,Diesel,24.0,1186.0,73.97,5.0
4539,Jeep Compass 2.0,2019,2150000,25000,Diesel,16.3,1956.0,170.63,5.0
4540,Mahindra XUV500 W8,2013,540000,60000,Diesel,15.1,2179.0,140.0,7.0
4541,Toyota Fortuner 4x4,2017,2750000,60000,Diesel,12.55,2982.0,168.5,7.0
4542,Mahindra Scorpio 1.99,2016,1000000,112000,Diesel,15.4,1997.0,120.0,7.0
4543,Audi A4 35,2018,2900000,15000,Diesel,18.25,1968.0,187.74,5.0
4544,Mahindra TUV 300,2017,725000,40000,Diesel,18.49,1493.0,100.0,7.0
4545,Maruti Ciaz Alpha,2018,975000,36000,Diesel,28.09,1248.0,88.5,5.0
4546,Maruti Wagon R,2016,355000,60000,Petrol,21.79,998.0,67.05,5.0
4547,Honda CR-V 2.4L,2008,400000,120000,Petrol,11.1,2354.0,158.8,5.0
4548,Maruti Alto 800,2015,265000,48000,Petrol,24.7,796.0,47.3,5.0
4549,Volkswagen Polo 2015-2019,2018,650000,40000,Diesel,20.14,1498.0,88.0,5.0
4550,Maruti Ciaz 1.3,2017,720000,60000,Diesel,28.09,1248.0,88.5,5.0
4551,Hyundai Verna 1.6,2016,850000,25000,Petrol,17.01,1591.0,121.3,5.0
4552,Maruti Alto K10,2015,290000,42000,Petrol,23.95,998.0,67.05,5.0
4553,Mercedes-Benz E-Class E,2010,1200000,35000,Petrol,10.93,2497.0,204.0,5.0
4554,Mahindra TUV 300,2016,600000,90000,Diesel,18.49,1493.0,100.0,7.0
4555,Maruti Ritz VDi,2011,300000,90000,Diesel,21.1,1248.0,73.9,5.0
4556,Renault Pulse RxL,2012,225000,110000,Diesel,23.08,1461.0,63.12,5.0
4557,Maruti Swift Dzire,2009,240000,70000,Diesel,19.3,1248.0,73.9,5.0
4558,Hyundai Verna 1.6,2014,700000,80000,Diesel,22.32,1582.0,126.32,5.0
4559,Maruti Swift VDI,2014,470000,70000,Diesel,25.2,1248.0,74.0,5.0
4560,Hyundai i20 Active,2016,800000,80000,Diesel,21.19,1396.0,88.73,5.0
4561,Renault Duster 110PS,2012,450000,90000,Diesel,19.01,1461.0,108.45,5.0
4562,Tata Indica V2,2007,90000,90000,Diesel,17.2,1396.0,53.5,5.0
4563,Toyota Corolla Altis,2010,450000,120000,Diesel,21.43,1364.0,87.2,5.0
4564,Toyota Innova Crysta,2017,1465000,62000,Diesel,11.36,2755.0,171.5,7.0
4565,Hyundai Creta 1.6,2016,925000,79000,Diesel,19.67,1582.0,126.2,5.0
4566,Toyota Innova Crysta,2016,1385000,60000,Diesel,13.68,2393.0,147.8,7.0
4567,Toyota Fortuner 4x4,2015,2000000,20000,Diesel,12.55,2982.0,168.5,7.0
4568,Tata Indigo LS,2004,80000,248200,Diesel,16.1,1405.0,70.0,5.0
4569,Mahindra Scorpio SLX,2007,300000,110000,Diesel,10.5,2179.0,120.0,7.0
4570,Maruti Swift Dzire,2009,360000,100000,Diesel,19.3,1248.0,73.9,5.0
4571,Hyundai Verna Transform,2010,320000,70000,Diesel,16.2,1493.0,110.0,5.0
4572,Ambassador Classic 2000,1994,99000,100000,Diesel,12.8,1995.0,52.0,5.0
4573,Maruti Ertiga SHVS,2016,780000,50000,Diesel,24.52,1248.0,88.5,7.0
4574,Maruti Ertiga VDI,2013,620000,139000,Diesel,20.77,1248.0,88.76,7.0
4575,Skoda Octavia RS,2006,100000,120000,Petrol,13.1,1781.0,149.5,5.0
4576,Tata Indica Vista,2014,210000,35000,Petrol,16.7,1172.0,64.1,5.0
4577,Mahindra Bolero 2011-2019,2015,375000,80000,Diesel,15.96,2523.0,62.1,7.0
4578,Renault Triber RXZ,2019,786000,7720,Petrol,20.0,999.0,71.0,7.0
4579,Mahindra XUV500 W8,2014,1000000,50000,Diesel,15.1,2179.0,140.0,7.0
4580,Maruti Zen D,2002,120000,60000,Diesel,20.8,1527.0,58.0,5.0
4581,Mahindra Verito Vibe,2016,750000,100000,Diesel,20.8,1461.0,64.1,5.0
4582,Hyundai i20 Magna,2016,550000,57882,Petrol,18.6,1197.0,81.83,5.0
4583,Tata Safari Storme,2018,875000,142000,Diesel,14.1,2179.0,147.94,5.0
4584,Tata Safari Storme,2018,890000,140000,Diesel,14.1,2179.0,147.94,5.0
4585,Maruti Ertiga ZXI,2015,700000,35000,Petrol,16.02,1373.0,93.7,7.0
4586,Mahindra Bolero 2011-2019,2015,550000,30000,Diesel,15.96,2523.0,62.1,7.0
4587,Datsun GO T,2018,400000,10000,Petrol,19.83,1198.0,67.0,5.0
4588,Maruti Celerio VXI,2015,290000,30000,Petrol,23.1,998.0,67.04,5.0
4589,Tata Indigo CS,2012,150000,90000,Diesel,19.09,1396.0,69.0,5.0
4590,Maruti Eeco 7,2015,300000,35000,Petrol,15.37,1196.0,73.0,7.0
4591,Maruti Wagon R,2008,221000,35008,Petrol,21.79,998.0,67.05,5.0
4592,Datsun RediGO T,2017,270000,31100,Petrol,22.7,799.0,53.64,5.0
4593,Hyundai Xcent 1.1,2014,455000,42312,Diesel,24.4,1120.0,71.0,5.0
4594,Toyota Etios G,2011,300000,72000,Petrol,17.6,1496.0,88.7,5.0
4595,Toyota Etios Liva,2014,480000,54891,Diesel,23.59,1364.0,67.04,5.0
4596,Hyundai Verna CRDi,2018,1000000,30000,Diesel,22.0,1582.0,126.2,5.0
4597,BMW 3 Series,2017,2600000,44000,Diesel,22.69,1995.0,190.0,5.0
4598,Toyota Innova Crysta,2017,1850000,18890,Diesel,11.36,2755.0,171.5,7.0
4599,Hyundai Santro Magna,2019,500000,5000,Petrol,20.3,1086.0,68.0,5.0
4600,Mahindra Ssangyong Rexton,2013,800000,117000,Diesel,11.18,2696.0,184.0,7.0
4601,Renault Koleos 2.0,2013,1000000,75010,Diesel,13.73,1995.0,148.0,5.0
4602,Tata Manza Club,2013,250000,50000,Diesel,21.02,1248.0,88.8,5.0
4603,Renault Pulse RxZ,2012,245000,100000,Diesel,23.08,1461.0,63.1,5.0
4604,Hyundai Grand i10,2019,625000,4337,Petrol,18.9,1197.0,82.0,5.0
4605,Volkswagen Polo 2015-2019,2018,560000,14495,Petrol,18.78,999.0,75.0,5.0
4606,Honda Jazz 1.2,2018,680000,8576,Petrol,18.7,1199.0,88.7,5.0
4607,Maruti Swift Dzire,2019,700000,30000,Diesel,28.4,1248.0,74.02,5.0
4608,Tata Indigo eCS,2013,220000,80000,Diesel,23.03,1396.0,69.0,5.0
4609,Tata Indigo CS,2017,450000,70000,Diesel,19.09,1405.0,69.01,5.0
4610,Tata Tigor 1.2,2017,525000,19723,Petrol,20.3,1199.0,84.0,5.0
4611,Toyota Innova 2.5,2009,650000,242000,Diesel,12.8,2494.0,102.0,7.0
4612,BMW 6 Series,2018,5500000,22000,Diesel,17.09,2993.0,261.4,4.0
4613,Maruti Swift Dzire,2017,875000,30000,Diesel,28.4,1248.0,74.02,5.0
4614,Hyundai i20 Asta,2019,785000,9000,Petrol,18.6,1197.0,81.83,5.0
4615,Honda WR-V i-VTEC,2017,819999,30000,Petrol,17.5,1199.0,88.7,5.0
4616,BMW 3 Series,2016,2950000,60000,Diesel,21.76,1995.0,188.0,5.0
4617,Toyota Innova Crysta,2016,1925000,27000,Diesel,13.68,2393.0,147.51,7.0
4618,Honda WR-V i-DTEC,2017,885000,39000,Diesel,25.5,1498.0,98.6,5.0
4619,Ford EcoSport 1.5,2015,680000,64000,Petrol,16.05,1499.0,110.4,5.0
4620,Ford EcoSport 1.5,2017,960000,42000,Diesel,23.0,1498.0,98.96,5.0
4621,Honda Brio 1.2,2012,385000,45000,Petrol,18.5,1198.0,86.8,5.0
4622,Tata Harrier XZ,2019,1650000,15000,Diesel,17.0,1956.0,167.67,5.0
4623,Mahindra TUV 300,2018,890000,55000,Diesel,18.49,1493.0,100.0,7.0
4624,Ford Endeavour 3.0L,2015,1275000,64000,Diesel,11.4,2953.0,153.86,7.0
4625,Maruti Ciaz Delta,2019,1025000,15000,Petrol,20.28,1462.0,103.25,5.0
4626,Volkswagen Polo GT,2016,675000,69000,Petrol,17.2,1197.0,103.6,5.0
4627,Maruti Swift Dzire,2017,700000,80000,Petrol,22.0,1197.0,81.8,5.0
4628,Ford EcoSport 1.5,2016,780000,60000,Diesel,22.77,1498.0,98.59,5.0
4629,Hyundai Verna 1.6,2017,1050000,70000,Diesel,22.32,1582.0,126.32,5.0
4630,Audi Q5 45,2015,2700000,105000,Diesel,13.22,2967.0,241.4,5.0
4631,Tata Bolt Quadrajet,2016,400000,100000,Diesel,22.95,1248.0,74.0,5.0
4632,Mahindra Bolero 2011-2019,2011,400000,100000,Diesel,15.96,2523.0,62.1,9.0
4633,Maruti Alto LX,2009,85000,90000,Petrol,19.7,796.0,46.3,5.0
4634,Tata Hexa XM,2018,1300000,35000,Diesel,17.6,2179.0,153.86,7.0
4635,Mahindra TUV 300,2018,819999,11500,Diesel,18.49,1493.0,100.0,7.0
4636,Mahindra TUV 300,2015,620000,40000,Diesel,18.49,1493.0,100.0,7.0
4637,Renault KWID 1.0,2018,260000,50000,Petrol,23.01,999.0,67.0,5.0
4638,Hyundai Elantra S,2016,805000,49900,Petrol,16.3,1797.0,147.5,5.0
4639,Hyundai Grand i10,2015,484999,55380,Petrol,18.9,1197.0,82.0,5.0
4640,Jaguar XE 2016-2019,2017,2711000,9000,Diesel,13.6,1999.0,177.0,5.0
4641,Tata Nexon 1.2,2018,811000,11000,Petrol,17.0,1198.0,108.5,5.0
4642,Honda Jazz 1.2,2015,575000,50000,Petrol,19.0,1199.0,88.7,5.0
4643,Jeep Compass 2.0,2018,1675000,80000,Diesel,17.1,1956.0,170.0,5.0
4644,Skoda Rapid 1.6,2016,645000,11000,Petrol,14.3,1598.0,103.5,5.0
4645,Jaguar XF Diesel,2015,2500000,13500,Diesel,14.74,2993.0,270.9,5.0
4646,Mercedes-Benz CLA 200,2018,2550000,18000,Petrol,15.04,1991.0,183.0,5.0
4647,Mercedes-Benz New C-Class,2017,2700000,16000,Petrol,14.74,1991.0,181.04,5.0
4648,Volkswagen Ameo 1.2,2017,650000,18816,Petrol,17.0,1198.0,73.75,5.0
4649,Toyota Innova Crysta,2017,1748999,33019,Diesel,13.68,2393.0,147.8,7.0
4650,Honda City V,2017,925000,18000,Petrol,15.6,1497.0,116.3,5.0
4651,Toyota Glanza V,2019,894999,9654,Petrol,19.56,1197.0,81.8,5.0
4652,Maruti Alto K10,2011,175000,11000,Petrol,23.95,998.0,67.05,5.0
4653,Maruti Swift VXI,2012,340000,24300,Petrol,21.21,1197.0,81.8,5.0
4654,Toyota Innova Crysta,2016,1525000,42163,Diesel,11.36,2755.0,171.5,7.0
4655,Maruti Ciaz S,2017,810000,47747,Diesel,28.09,1248.0,88.5,5.0
4656,Tata Nexon 1.5,2018,1025000,8000,Diesel,21.5,1497.0,108.5,5.0
4657,BMW 3 Series,2016,2150000,30000,Diesel,22.69,1995.0,190.0,5.0
4658,Toyota Innova 2.5,2013,910000,70000,Diesel,12.99,2494.0,100.0,8.0
4659,Tata Indica V2,2016,300000,60000,Diesel,17.88,1405.0,48.21,5.0
4660,Maruti Zen LXi,2004,120000,80000,Petrol,17.3,993.0,60.0,5.0
4661,Hyundai i20 Era,2015,490000,45900,Petrol,18.6,1197.0,81.83,5.0
4662,Honda Amaze S,2013,425000,70000,Diesel,25.8,1498.0,98.6,5.0
4663,Maruti Alto LXi,2011,155000,40000,Petrol,19.7,796.0,46.3,5.0
4664,Mahindra Scorpio SLE,2013,490000,90000,Diesel,12.05,2179.0,120.0,8.0
4665,Maruti Alto LXi,2010,132000,105000,Petrol,19.7,796.0,46.3,5.0
4666,Hyundai Elite i20,2018,750000,30000,Diesel,22.54,1396.0,88.76,5.0
4667,Maruti Wagon R,2011,225000,20000,Petrol,18.9,998.0,67.1,5.0
4668,Hyundai i10 Sportz,2011,240000,80000,Petrol,20.36,1197.0,78.9,5.0
4669,Maruti Wagon R,2004,33351,90000,Petrol,18.9,998.0,67.1,5.0
4670,Chevrolet Spark 1.0,2010,80000,80000,Petrol,18.0,995.0,62.0,5.0
4671,Maruti 800 Std,2004,40000,120000,Petrol,16.1,796.0,37.0,4.0
4672,Honda BRV i-DTEC,2019,1100000,50000,Diesel,21.9,1498.0,98.6,7.0
4673,Jaguar XE 2016-2019,2017,2711000,9000,Diesel,13.6,1999.0,177.0,5.0
4674,Lexus ES 300h,2019,5150000,20000,Petrol,22.37,2487.0,214.56,5.0
4675,Jaguar XF 2.0,2017,3200000,45000,Diesel,19.33,1999.0,177.0,5.0
4676,Tata Safari Storme,2015,503000,110000,Diesel,14.1,2179.0,147.94,7.0
4677,Volvo XC40 D4,2019,3800000,20000,Diesel,18.0,1969.0,190.0,5.0
4678,Toyota Camry 2.5,2016,2000000,68089,Petrol,19.16,2494.0,157.7,5.0
4679,Maruti Wagon R,2013,225000,58343,Petrol,21.79,998.0,67.05,5.0
4680,Maruti Baleno Alpha,2018,740000,38817,Diesel,27.39,1248.0,74.0,5.0
4681,Honda Jazz VX,2016,550000,56494,Petrol,18.2,1199.0,88.7,5.0
4682,Toyota Innova 2.5,2013,750000,79328,Diesel,12.99,2494.0,100.6,7.0
4683,Maruti Swift AMT,2019,650000,5621,Petrol,22.0,1197.0,81.8,5.0
4684,Toyota Etios VX,2017,625000,25538,Petrol,16.78,1496.0,88.73,5.0
4685,Maruti Swift AMT,2018,600000,69779,Petrol,22.0,1197.0,81.8,5.0
4686,Hyundai Grand i10,2017,450000,56290,Diesel,24.0,1186.0,73.97,5.0
4687,BMW X4 M,2019,5400000,7500,Diesel,16.78,1995.0,190.0,5.0
4688,BMW X4 M,2019,5500000,8500,Diesel,16.78,1995.0,190.0,5.0
4689,Honda Amaze V,2019,779000,7032,Petrol,19.0,1199.0,88.76,5.0
4690,Skoda Rapid 1.6,2016,645000,11000,Petrol,14.3,1598.0,103.5,5.0
4691,Volvo V40 D3,2018,2475000,2000,Diesel,16.8,1984.0,150.0,5.0
4692,Hyundai Xcent 1.1,2016,380000,80000,Diesel,24.4,1120.0,71.0,5.0
4693,Tata New Safari,2011,300000,120000,Diesel,11.57,2179.0,138.1,7.0
4694,Maruti Alto 800,2014,240000,50000,Petrol,22.74,796.0,47.3,5.0
4695,Maruti Swift VDI,2011,325000,70000,Diesel,22.9,1248.0,74.0,5.0
4696,Mahindra KUV 100,2016,400000,130000,Diesel,25.32,1198.0,77.0,6.0
4697,Renault Lodgy Stepway,2017,800000,50000,Diesel,21.04,1461.0,83.8,8.0
4698,Ford EcoSport 1.5,2018,950000,80000,Diesel,23.0,1498.0,98.96,5.0
4699,Maruti Swift VDI,2013,300000,120000,Diesel,22.9,1248.0,74.0,5.0
4700,Maruti Alto 800,2020,350000,5000,Petrol,22.05,796.0,47.3,5.0
4701,Mahindra KUV 100,2017,530000,59000,Petrol,18.15,1198.0,82.0,5.0
4702,Chevrolet Enjoy TCDi,2013,350000,100000,Diesel,18.2,1248.0,73.8,7.0
4703,Hyundai Sonata 2.4L,2008,168000,50000,Petrol,11.0,2359.0,165.0,5.0
4704,Renault KWID RXT,2016,240000,45000,Petrol,25.17,799.0,53.3,5.0
4705,Maruti Swift Dzire,2010,220000,80000,Diesel,19.3,1248.0,73.9,5.0
4706,Maruti Wagon R,2008,110000,80000,Petrol,18.9,1061.0,67.0,5.0
4707,Maruti Vitara Brezza,2016,850000,100000,Diesel,24.3,1248.0,88.5,5.0
4708,Maruti Ertiga VDI,2014,545000,110000,Diesel,20.77,1248.0,88.76,7.0
4709,Toyota Innova Crysta,2018,2064000,24000,Diesel,13.68,2393.0,147.8,8.0
4710,Maruti S-Cross 2017-2020,2018,950000,25000,Diesel,25.1,1248.0,88.5,5.0
4711,Hyundai EON Magna,2013,200000,68697,Petrol,21.1,814.0,55.2,5.0
4712,Maruti Swift VDI,2017,660000,30000,Diesel,25.2,1248.0,74.0,5.0
4713,Honda Amaze VX,2013,420000,40000,Diesel,25.8,1498.0,98.6,5.0
4714,Tata Indica Vista,2010,150000,29000,Petrol,16.5,1172.0,65.0,5.0
4715,Chevrolet Beat Diesel,2013,175000,68000,Diesel,25.44,936.0,57.6,5.0
4716,Honda Amaze S,2018,750000,15000,Petrol,18.1,1199.0,88.7,5.0
4717,Maruti Ritz VDi,2014,425000,70000,Diesel,23.2,1248.0,73.94,5.0
4718,Toyota Corolla Altis,2015,790000,126000,Diesel,21.43,1364.0,87.2,5.0
4719,Toyota Innova 2.5,2011,830000,300000,Diesel,12.8,2494.0,102.0,7.0
4720,Honda Mobilio RS,2015,650000,94000,Diesel,24.5,1498.0,98.6,7.0
4721,Toyota Corolla Altis,2015,780000,129000,Diesel,21.43,1364.0,87.2,5.0
4722,Hyundai i10 Magna,2010,180000,55000,Petrol,19.81,1086.0,68.05,5.0
4723,Ford EcoSport 1.5,2019,869999,40000,Diesel,23.0,1498.0,98.96,5.0
4724,Tata Manza Aura,2011,275000,50000,Diesel,21.12,1248.0,88.8,5.0
4725,Hyundai i20 1.2,2017,630000,25000,Petrol,18.6,1197.0,81.83,5.0
4726,Toyota Corolla H2,2008,150000,60000,Petrol,13.4,1794.0,125.0,5.0
4727,Maruti Alto 800,2016,315000,25000,Petrol,22.74,796.0,47.3,5.0
4728,Tata Indigo CR4,2011,189000,70000,Diesel,23.57,1396.0,70.0,5.0
4729,Maruti Swift Dzire,2014,580000,120000,Diesel,23.4,1248.0,74.0,5.0
4730,Maruti Vitara Brezza,2018,825000,35000,Diesel,24.3,1248.0,88.5,5.0
4731,Tata Safari Storme,2016,650000,60000,Diesel,14.1,2179.0,148.0,7.0
4732,Honda City 1.3,2004,50000,62000,Petrol,13.0,1343.0,90.0,5.0
4733,Skoda Fabia 1.2,2011,200000,120000,Petrol,16.25,1198.0,73.9,5.0
4734,Tata Venture LX,2013,135000,120000,Diesel,15.42,1405.0,70.0,7.0
4735,Hyundai i20 2015-2017,2017,680000,80000,Diesel,22.54,1396.0,88.73,5.0
4736,Hyundai i20 1.4,2017,670000,80000,Diesel,22.54,1396.0,88.73,5.0
4737,BMW 5 Series,2010,1000000,60000,Diesel,16.73,1995.0,218.0,5.0
4738,Maruti Alto K10,2010,240000,80000,Petrol,20.92,998.0,67.1,5.0
4739,Force One SX,2014,555000,147279,Diesel,17.0,2200.0,139.01,7.0
4740,Skoda Rapid 1.6,2013,455000,98000,Diesel,20.5,1598.0,103.5,5.0
4741,Maruti Swift Dzire,2018,750000,25000,Diesel,28.4,1248.0,74.02,5.0
4742,Maruti Swift Dzire,2016,700000,90000,Diesel,26.59,1248.0,74.0,5.0
4743,Tata Nano XTA,2016,220000,22000,Petrol,21.9,624.0,37.48,4.0
4744,Tata Indica V2,2014,160000,120000,Diesel,25.0,1396.0,69.0,5.0
4745,Chevrolet Sail Hatchback,2013,225000,100000,Diesel,22.1,1248.0,76.9,5.0
4746,Tata Indigo CS,2008,140000,120000,Diesel,19.09,1396.0,69.0,5.0
4747,Maruti Swift Dzire,2014,600000,70000,Diesel,23.4,1248.0,74.0,5.0
4748,Mahindra XUV500 W10,2015,1000000,24700,Diesel,16.0,2179.0,140.0,7.0
4749,Chevrolet Spark 1.0,2008,65000,100000,Petrol,18.0,995.0,62.0,5.0
4750,Maruti Ignis 1.2,2019,500000,10000,Petrol,20.89,1197.0,81.8,5.0
4751,Mahindra XUV500 W10,2017,1100000,88754,Diesel,16.0,2179.0,140.0,7.0
4752,Mahindra XUV500 W6,2017,1150000,43526,Diesel,16.0,2179.0,140.0,7.0
4753,Skoda Fabia 1.2,2012,320000,55885,Petrol,16.25,1198.0,75.0,5.0
4754,Ford Ecosport 1.5,2019,950000,16034,Diesel,21.7,1498.0,98.96,5.0
4755,Ford Figo Diesel,2012,250000,156040,Diesel,20.0,1399.0,68.0,5.0
4756,Ford Endeavour 2.5L,2004,400000,93415,Diesel,13.1,2499.0,141.0,7.0
4757,BMW 5 Series,2008,1100000,122000,Diesel,18.48,1995.0,177.0,5.0
4758,Maruti Baleno Delta,2017,600000,20000,Diesel,27.39,1248.0,74.0,5.0
4759,Maruti Swift VVT,2017,509999,46000,Petrol,22.0,1197.0,81.8,5.0
4760,Skoda Rapid 1.6,2016,395000,50000,Petrol,15.41,1598.0,103.2,5.0
4761,Maruti Wagon R,2018,469000,5000,Petrol,21.79,998.0,67.05,5.0
4762,Maruti Alto 800,2017,250000,42000,Petrol,24.7,796.0,47.3,5.0
4763,Chevrolet Spark 1.0,2011,130000,68519,Petrol,16.2,995.0,62.1,5.0
4764,Ford EcoSport 1.5,2019,906000,30000,Diesel,23.0,1498.0,98.96,5.0
4765,Ford Figo Diesel,2011,160000,85000,Diesel,20.0,1399.0,68.0,5.0
4766,Maruti Swift Dzire,2012,300000,88000,Petrol,17.5,1298.0,85.8,5.0
4767,Maruti 800 Uniq,2010,60000,100000,Petrol,14.0,796.0,37.5,5.0
4768,Maruti Swift Dzire,2014,400000,100000,Petrol,19.1,1197.0,85.8,5.0
4769,Tata Tiago XT,2018,450000,22966,Petrol,23.84,1199.0,84.48,5.0
4770,Mahindra Bolero 2011-2019,2014,465000,80000,Diesel,15.96,2523.0,62.1,7.0
4771,Maruti Swift VDI,2012,325000,80000,Diesel,22.9,1248.0,74.0,5.0
4772,Maruti Alto LXi,2008,150000,70000,Petrol,19.7,796.0,46.3,5.0
4773,Hyundai EON Era,2014,250000,2350,Petrol,21.1,814.0,55.2,5.0
4774,Maruti Alto LXi,2011,175000,50000,Petrol,19.7,796.0,46.3,5.0
4775,Maruti Alto LXi,2010,175000,58000,Petrol,19.7,796.0,46.3,5.0
4776,Honda City 2017-2020,2006,150000,80000,Petrol,16.9,1497.0,100.0,5.0
4777,Mahindra Bolero Power,2018,797000,60000,Diesel,16.5,1493.0,70.0,7.0
4778,Hyundai Elite i20,2019,800000,35000,Petrol,18.6,1197.0,81.86,5.0
4779,Mahindra Bolero 2011-2019,2019,750000,59872,Diesel,15.96,2523.0,62.1,7.0
4780,Mahindra Scorpio M2DI,2011,400000,140000,Diesel,13.5,2179.0,115.0,5.0
4781,Maruti Alto LX,2012,160000,110000,Petrol,19.7,796.0,46.3,5.0
4782,Mahindra Bolero 2011-2019,2016,700000,91182,Diesel,15.96,2523.0,62.1,7.0
4783,Maruti Alto LXi,2010,160000,60000,Petrol,19.7,796.0,46.3,5.0
4784,Hyundai i20 Asta,2012,400000,100000,Diesel,21.27,1396.0,88.76,5.0
4785,Toyota Etios Liva,2013,451000,120000,Diesel,23.59,1364.0,67.06,5.0
4786,Maruti 800 Std,2002,40000,80000,Petrol,16.1,796.0,37.0,4.0
4787,Tata Manza Aura,2012,300000,70000,Diesel,21.12,1248.0,88.8,5.0
4788,Maruti Celerio ZXI,2017,421000,59500,Petrol,23.1,998.0,67.04,5.0
4790,Maruti Vitara Brezza,2016,950000,45000,Diesel,24.3,1248.0,88.5,5.0
4791,Hyundai i20 1.4,2011,395000,75500,Diesel,23.0,1396.0,90.0,5.0
4792,Maruti Vitara Brezza,2016,950000,46000,Diesel,24.3,1248.0,88.5,5.0
4793,Maruti Alto 800,2013,270000,60000,Petrol,22.74,796.0,47.3,5.0
4794,Hyundai i20 1.4,2009,360000,60000,Petrol,15.0,1396.0,100.0,5.0
4795,Maruti Swift Ldi,2008,235000,152500,Diesel,17.8,1248.0,75.0,5.0
4796,Mercedes-Benz E-Class E250,2014,1850000,60000,Diesel,13.0,2143.0,201.1,5.0
4797,Toyota Fortuner 4x2,2015,1900000,130000,Diesel,12.55,2982.0,168.5,7.0
4798,Hyundai Grand i10,2017,550000,23456,Petrol,18.9,1197.0,82.0,5.0
4799,Mahindra XUV500 W10,2015,1225000,39000,Diesel,16.0,2179.0,140.0,7.0
4800,Honda WR-V i-VTEC,2017,700000,15000,Petrol,17.5,1199.0,88.7,5.0
4801,Jeep Compass 2.0,2017,1650000,69123,Diesel,17.1,1956.0,170.0,5.0
4802,Honda Brio V,2012,376000,26000,Petrol,19.4,1198.0,86.8,5.0
